,answer_text,content,diner_date,id_comment,id_resto,other_ratings_category,other_ratings_value,rating,rating_date,resto,resto_url,reviewer_info_sup,reviewer_origin,reviewer_pseudo,title,url
10,,['100% bang on the money zero complaints cant wait to come again thank you thank you thank you loved e wry minute of it!!! Dont change a thing'], February 2020,g186338-d2180904-r742667040,g186338-d2180904,[],[],5,2 February 2020,Boisdale_Canary_Wharf,/Restaurant_Review-g186338-d2180904-Reviews-Boisdale_Canary_Wharf-London_England.html,"[['pencil-paper', '12'], ['thumbs-up-fill', '33']]",['hertfordshire'],nicky b,Sunday lunch,https://www.tripadvisor.co.uk/ShowUserReviews-g186338-d2180904-r742667040-Boisdale_Canary_Wharf-London_England.html
11,,"['had a table at the Frank and Dean show event on both the 14th and 21st December. Both evenings were fantastic and really set the scene for Xmas for us. Show was great however, the food and service were even better.', 'Well done Boisdale for a great job on packed evenings.']", December 2019,g186338-d2180904-r735607245,g186338-d2180904,"['Value', 'Service', 'Food']","['40', '50', '50']",5,30 December 2019,Boisdale_Canary_Wharf,/Restaurant_Review-g186338-d2180904-Reviews-Boisdale_Canary_Wharf-London_England.html,"[['pencil-paper', '5'], ['thumbs-up-fill', '2']]",['Westerham'],KeithE694,What a start to Christmas,https://www.tripadvisor.co.uk/ShowUserReviews-g186338-d2180904-r735607245-Boisdale_Canary_Wharf-London_England.html
12,,"['We expected a lot more from Boisdale but we left feeling underwhelmed and disappointed. Firstly the menu we were given was a reduced menu, we had to ask three waiters before the manager came to explain why the normal December a la carte menu was not available. My partner and I ordered a medium rare ribeye steak each but when it came, it was the wrong order. We then had to wait another 15 minutes for our steaks and when they came, we were disappointed that they were medium rather than medium rare (for steak lovers, this is a big deal!). Our bill was over £200 for two courses and four cocktails. We were expecting a fantastic experience for the price we paid but we were left feeling disappointed.']", December 2019,g186338-d2180904-r735671382,g186338-d2180904,[],[],2,30 December 2019,Boisdale_Canary_Wharf,/Restaurant_Review-g186338-d2180904-Reviews-Boisdale_Canary_Wharf-London_England.html,"[['pencil-paper', '3'], ['thumbs-up-fill', '4']]","['London, United Kingdom']",StephanieTsangLDN,Disappointing especially given the price paid,https://www.tripadvisor.co.uk/ShowUserReviews-g186338-d2180904-r735671382-Boisdale_Canary_Wharf-London_England.html
13,,['Had the best night at the Frank and Dean xmas show this Christmas. The restaurant was buzzing and the staff were so attentive. They managed to whiz around serving loads of tables and even joining in the dancing! Brilliant. The good was great as always and Frank and Dean were superb - such a great night. '], December 2019,g186338-d2180904-r734816254,g186338-d2180904,[],[],5,26 December 2019,Boisdale_Canary_Wharf,/Restaurant_Review-g186338-d2180904-Reviews-Boisdale_Canary_Wharf-London_England.html,"[['pencil-paper', '15'], ['thumbs-up-fill', '23']]","['Brasted, United Kingdom']",JackieE279,Had the best night at the Frank & Dean xmas show,https://www.tripadvisor.co.uk/ShowUserReviews-g186338-d2180904-r734816254-Boisdale_Canary_Wharf-London_England.html
14,,"['I had to send the dessert back twice as the plate was very dirty and greasy – the second time via the Manager. The first time the waiter (who did not talk at all!) disappeared for a few seconds and brought back exactly the same dirty plate.', 'The wonderful waitress (Roxanna) later told me that the Manager said that I would not be getting a bill for any of the lunch. I explained that I had pre-paid online by charge card and she said that that was not a problem.', 'I checked my charge card account and no refund had been made so I emailed them on 24 December. To date they have not even bothered to reply let alone refund me.', 'This is a regular Sunday lunch spot for a number of us and this is the third time where it has been necessary to complain.']", December 2019,g186338-d2180904-r737932304,g186338-d2180904,"['Value', 'Service', 'Food']","['30', '30', '40']",2,8 January 2020,Boisdale_Canary_Wharf,/Restaurant_Review-g186338-d2180904-Reviews-Boisdale_Canary_Wharf-London_England.html,"[['pencil-paper', '4'], ['thumbs-up-fill', '5']]","['London, United Kingdom']",922nigelc,"Dirty plate, silent waiter, no refund as promised, no response to email.",https://www.tripadvisor.co.uk/ShowUserReviews-g186338-d2180904-r737932304-Boisdale_Canary_Wharf-London_England.html
15,,"['Good standard steak and sides, gets lively on a Thursday when the band come out about 9. Wouldn’t say service is most attentive ']", January 2020,g186338-d2180904-r739676981,g186338-d2180904,[],[],4,17 January 2020,Boisdale_Canary_Wharf,/Restaurant_Review-g186338-d2180904-Reviews-Boisdale_Canary_Wharf-London_England.html,"[['pencil-paper', '5'], ['thumbs-up-fill', '1']]","['London, United Kingdom']",LondonsReviews,"Good standard steak and sides,",https://www.tripadvisor.co.uk/ShowUserReviews-g186338-d2180904-r739676981-Boisdale_Canary_Wharf-London_England.html
16,,"['Lovely setting and location. The food was too salty, way beyond health standards. Restaurants should be fully aware that too much salt or sugar causes health problems even if the customer is not diabetic. It is a common knowledge. Was surprised the waiter did not offer to change the dishes for a non-salted one, as other restaurants do. No extra water was offered and only a small percentage was taken off the bill. Usually waiters won’t let you pay for food at all if it does not match customer satisfaction. ', 'Also I requested for the service charge to be removed. Under the Consumer Rights Act, no one has to pay service charge and especially if you aren’t happy with the meal. It is another way of enforcing compulsory tipping. Tipping should always be optional and out of generosity otherwise how else do restaurants get business if they keep adding service charges? They are already paid to serve customers. It is like saying if a customer browses and already purchases clothes in a shop, does he or she need to leave a tip?']", January 2020,g186338-d2180904-r740865307,g186338-d2180904,"['Value', 'Service', 'Food']","['20', '30', '20']",3,23 January 2020,Boisdale_Canary_Wharf,/Restaurant_Review-g186338-d2180904-Reviews-Boisdale_Canary_Wharf-London_England.html,"[['pencil-paper', '1']]",[],AC2025,"Lovely setting, disappointing food",https://www.tripadvisor.co.uk/ShowUserReviews-g186338-d2180904-r740865307-Boisdale_Canary_Wharf-London_England.html
17,,['Visited with a friend tonight. Lovely decor and view. However arrived at 1753 to be told they don’t open until 6pm but we could go downstairs to their other bar. Waiter was pleasant enough but didn’t have the wine we wanted suggested another but no suggestion of reducing the price to the wine we originally ordered that they didn’t have so was charged nearly £50. Food average and totally over-priced. Then as the jazz band came on we asked for bill. We paid was finishing our drinks & waiter came back to say he’d made a mistake & didn’t include charge for music which we obviously said we weren’t paying & left. Not impressed.'], January 2020,g186338-d2180904-r741029567,g186338-d2180904,[],[],2,24 January 2020,Boisdale_Canary_Wharf,/Restaurant_Review-g186338-d2180904-Reviews-Boisdale_Canary_Wharf-London_England.html,"[['pencil-paper', '13'], ['thumbs-up-fill', '10']]","['London, England, United Kingdom']",421cathya,Mediocre,https://www.tripadvisor.co.uk/ShowUserReviews-g186338-d2180904-r741029567-Boisdale_Canary_Wharf-London_England.html
18,,"['7 of us went for dinner on Wednesday night with a customer. The location and the view was excellent. The service started well but quickly deteriorated. It was a quiet evening in the restaurant so there did not appear to be a rational reason for slowness. The starters were average, the mains were poor. I personally had a steak that was not hot, it was warm as if had been sat waiting to be brought to our table. The customer was unimpressed with her meal and another person on our table had cold mash potato as a side dish. ', 'This was my first and last visit to this restaurant. We were booked to visit on Wednesday night but cancelled the reservation and went to Gaucho in Canary Wharf which was significantly better.', 'If you enjoy steak, you will find better experiences for the same price elsewhere.']", January 2020,g186338-d2180904-r741178215,g186338-d2180904,[],[],2,25 January 2020,Boisdale_Canary_Wharf,/Restaurant_Review-g186338-d2180904-Reviews-Boisdale_Canary_Wharf-London_England.html,"[['pencil-paper', '121'], ['thumbs-up-fill', '53']]","['Marlow, United Kingdom']",robdriver,"Slow service, below average food",https://www.tripadvisor.co.uk/ShowUserReviews-g186338-d2180904-r741178215-Boisdale_Canary_Wharf-London_England.html
19,,"['Fantastic place , offers u all . The cigar room was great and the Balcony and Bar was fantastic for winter . The bar service was fast and the service was great in General . ']", January 2020,g186338-d2180904-r739952658,g186338-d2180904,[],[],5,19 January 2020,Boisdale_Canary_Wharf,/Restaurant_Review-g186338-d2180904-Reviews-Boisdale_Canary_Wharf-London_England.html,"[['pencil-paper', '12'], ['thumbs-up-fill', '5']]","['London, United Kingdom']",ScorpionScorpion2020,"Fantastic place , offers u",https://www.tripadvisor.co.uk/ShowUserReviews-g186338-d2180904-r739952658-Boisdale_Canary_Wharf-London_England.html
20,,"[""I had a business lunch here and, all told, it was 'alright'. The location is great, view top class and menu extensive - although the one dish I really wanted the grouse, was off which was disappointing. Service was a touched slow even though the restaurant wasn't busy and prices relatively toppy. My sense is that it was just a bit of an off day and this place will come into its own on an evening.""]", November 2019,g186338-d2180904-r728143375,g186338-d2180904,"['Value', 'Service', 'Food']","['30', '30', '40']",3,22 November 2019,Boisdale_Canary_Wharf,/Restaurant_Review-g186338-d2180904-Reviews-Boisdale_Canary_Wharf-London_England.html,"[['pencil-paper', '180'], ['thumbs-up-fill', '56']]","['Edinburgh, United Kingdom']",paul c,Mixed...,https://www.tripadvisor.co.uk/ShowUserReviews-g186338-d2180904-r728143375-Boisdale_Canary_Wharf-London_England.html
21,,"['Absolutely superb! This is amazing value and top quality food, wine and atmosphere. The staff are attentive and service 5 star. The jazz is great. Such a lovely venue and vibe.']", November 2019,g186338-d2180904-r728583708,g186338-d2180904,[],[],5,24 November 2019,Boisdale_Canary_Wharf,/Restaurant_Review-g186338-d2180904-Reviews-Boisdale_Canary_Wharf-London_England.html,"[['pencil-paper', '8'], ['thumbs-up-fill', '7']]","['Bishops Stortford, England, United Kingdom']",Mel F,Sunday Jazz Brunch,https://www.tripadvisor.co.uk/ShowUserReviews-g186338-d2180904-r728583708-Boisdale_Canary_Wharf-London_England.html
22,,['Excellent food and service with a great musical performance by Alexander O’Neill. Our waiter was very attentive making sure our glasses were kept topped up and we never had to wait to ask for a drink. The food was excellent and once again the waiter excelled himself with his recommendations. Strongly recommend the Barbary duck if you are visiting on Friday. The entertainment was spot on and was a trip down memory lane listening to Alexander O’Neal belt out all of his hits. A top class venue and thoroughly recommended. I feel I have to mention the complete idiot (the man with the grey hair) who sat a couple of tables away with his friend and their two partners. The way in which he spoke to the waitress was just down right ignorant ... apparently he had to wait 32 minutes for his food. BIG DEAL - doesn’t give him an excuse to belittle a young lady and young man who were trying to appease him. Then the way he treated the manager was just rude - if it was me I’d have told him where to go but Wael the Restaurant Manager went above and beyond to try an resolve the problem. Then to top it all Mr Big and his entourage stood in the aisle dancing and obscured the view. Fortunately the sideshow did not spoil a great evening and they thankfully departed when the 80s music came on afterwards and we continued to have a great night. Thank you Wael for the complimentary drinks - we will definitely be coming back.'], November 2019,g186338-d2180904-r728858552,g186338-d2180904,[],[],5,25 November 2019,Boisdale_Canary_Wharf,/Restaurant_Review-g186338-d2180904-Reviews-Boisdale_Canary_Wharf-London_England.html,"[['pencil-paper', '5'], ['thumbs-up-fill', '8']]","['Braintree, United Kingdom']",swcfc0301,10/10 Excellent,https://www.tripadvisor.co.uk/ShowUserReviews-g186338-d2180904-r728858552-Boisdale_Canary_Wharf-London_England.html
23,,"['We booked this restaurant few weeks in advance intended for a birthday with our family, the music and food was very good, service wise I can tell was disappointing, as soon we finished our main courses, we was waiting for the celebration cake that we booked in advance for 4 weeks and our server that I belive was even a manager Alberto he delivered to the table near as. I cannot express our dissatisfaction for the whole experience when I saw this. I wish we could have booked somewhere else...']", December 2019,g186338-d2180904-r734595817,g186338-d2180904,[],[],1,25 December 2019,Boisdale_Canary_Wharf,/Restaurant_Review-g186338-d2180904-Reviews-Boisdale_Canary_Wharf-London_England.html,"[['pencil-paper', '3'], ['thumbs-up-fill', '1']]","['Chiswick, United Kingdom']",gg-ioan,Dreadful Suday Lunch,https://www.tripadvisor.co.uk/ShowUserReviews-g186338-d2180904-r734595817-Boisdale_Canary_Wharf-London_England.html
24,,"['Boisdale, Canary Wharf has been one of my favourite Venues in London since opening. The Food is good, the staff very friendly & efficient, the artistes are very good as is the sound system. Unfortunately after having booked a premium table on the night Alexander O\' Neal was appearing left me rather sad. It was the worse artiste I have ever seen appear at Boisdale, he performed one of the shortest sets, sounded awful, then disappeared off the stage for 10 minutes while the band ""played on"" ..Really? ...then to see he is also booked for another two gigs? Come on, Boisdale, you can put on better than that..']", November 2019,g186338-d2180904-r730028545,g186338-d2180904,"['Value', 'Service', 'Food']","['50', '50', '50']",5,1 December 2019,Boisdale_Canary_Wharf,/Restaurant_Review-g186338-d2180904-Reviews-Boisdale_Canary_Wharf-London_England.html,"[['pencil-paper', '53'], ['thumbs-up-fill', '20']]","['Greater London, United Kingdom']",lyd678,Re-vamp Artistes!,https://www.tripadvisor.co.uk/ShowUserReviews-g186338-d2180904-r730028545-Boisdale_Canary_Wharf-London_England.html
25,,"[""So I bought the steak deal for £48 as we were staying in Poplar nearby and shopping in Canary wharf. The food was delicious, we opted out the music and bought a bottle of white wine to go with it. The final bill Inc the money already paid came to £92, the bottle of water was £4.50, wine (cheapest) was £29.50 and service charge £10.25. I like to decide my tip but being English didn't complain.b""]", November 2019,g186338-d2180904-r728430538,g186338-d2180904,[],[],3,23 November 2019,Boisdale_Canary_Wharf,/Restaurant_Review-g186338-d2180904-Reviews-Boisdale_Canary_Wharf-London_England.html,"[['pencil-paper', '45'], ['thumbs-up-fill', '14']]","['Sleaford, United Kingdom']",JamesPLee,Groupon voucher,https://www.tripadvisor.co.uk/ShowUserReviews-g186338-d2180904-r728430538-Boisdale_Canary_Wharf-London_England.html
26,,"[""This was in the grill/bar area, on the first floor. We have been to the Sunday jazz lunch before, which was fabulous, but this was different - low key, but first class. Very similar menu (if not the same) - excellent haggis starter and, although we were on a voucher deal, we paid £10 each extra for the fillet, for main course, and it was well worth it - absolutely delicious! The Irish, Bulgarian and Moldovan staff, who looked after us, were delightful and charming. We couldn't have asked for a better lunch experience in Canary Wharf. Definitely will go again.""]", November 2019,g186338-d2180904-r729619507,g186338-d2180904,"['Value', 'Service', 'Food']","['50', '50', '50']",5,29 November 2019,Boisdale_Canary_Wharf,/Restaurant_Review-g186338-d2180904-Reviews-Boisdale_Canary_Wharf-London_England.html,"[['pencil-paper', '716'], ['thumbs-up-fill', '338']]","['Croydon, United Kingdom']",Sue M,"Lovely lunch, great service",https://www.tripadvisor.co.uk/ShowUserReviews-g186338-d2180904-r729619507-Boisdale_Canary_Wharf-London_England.html
27,,"['I booked this restaurant intended for a nice evening with my boyfriend for his birthday. Previously I have been to Boisdale but didn’t realise that their were multiple levels for dinner and music. On this occasion it was the first floor. It wasn’t as I expected. We accepted that the table location wouldn’t be the intimate setting we hoped for. Starters, good. Waiters checked on us thus far, service was flowing nicely again thus far, good. Heard some RnB playing in the background but thought it was a prelude and the artist of the night would be on shortly as my purchase promised. ', 'Mains arrived and it was burnt. We ordered the burger as it was safe. No check backs by waiters kinda told me that, not only they were aware but avoiding what had happened. I didn’t eat it and later told the waiter that finally checked on us later that night. Nothing was done. We advised him to skip desert as it was already going sour in my view. He encouraged us to hang on as we mind change our minds. We didn’t change our minds as the music I hoped for us to enjoy with dinner NEVER came on. ', 'Later I approached the till to ask whether I could at least have my desert money back after explaining the situation and was given an outright NO. The guy became so defensive. I even explained that I understood that I should not have waited so long into my meal NOT HAD to mention me being displeased and he shut me down. It was such an unpleasant, UNWELCOMING feeling. So starter good, burnt mains, no dessert, no compensation and a good bye. My service was no longer needed. Oh, and no promised reggae music DJ person which was included in my £29.99. Apparently they were on from after 10pm and not from 0715pm as stated with my purchase. ', 'I would never hesitate to mention that after I was treated the way I was, I was offered a card for my next visit to Boisdale for some future compensation, shocking!!!! I asked the gentleman to put himself in my shoes, if you had a dining experience with such poor treatment, will you return? Thanks to him for putting the cider and glass of milk with mint leaf (aka pina colada) on the house but I think if customers views, feedbacks and right to get issues rectified aren’t welcome, then please DO NOT TAKE our monies, and especially if you cannot deliver. ', 'Buyers, Boisdale is a beautiful venue for fine dining and fun, lovely music, beautiful ambiance depending on the floor level you select i suppose. I have experienced it previously, 2nd FLOOR ONLY. But unfortunately, this reggae DJ night (which was no where in sight) and Jamaican food situation going on the first floor was delivered poorly. Maybe it was just on our night but the end treatment we were given made us feel so unwelcomed and so ‘whether or not you return, bothers us not’. ']", December 2019,g186338-d2180904-r731364155,g186338-d2180904,[],[],1,8 December 2019,Boisdale_Canary_Wharf,/Restaurant_Review-g186338-d2180904-Reviews-Boisdale_Canary_Wharf-London_England.html,"[['pencil-paper', '1']]","['London, United Kingdom']",VirtuousWoman777,I booked this restaurant intended,https://www.tripadvisor.co.uk/ShowUserReviews-g186338-d2180904-r731364155-Boisdale_Canary_Wharf-London_England.html
28,,"['This place has gone to pot. It has come to resemble the worst kind of Soho clip joint', 'from the bad old days.', 'The food came more than an hour late and was of poor quality. The drinks were sharply marked up. The place was mostly empty. no more needs to be said']", December 2019,g186338-d2180904-r733223522,g186338-d2180904,"['Value', 'Service', 'Food']","['10', '40', '10']",1,17 December 2019,Boisdale_Canary_Wharf,/Restaurant_Review-g186338-d2180904-Reviews-Boisdale_Canary_Wharf-London_England.html,"[['pencil-paper', '21'], ['thumbs-up-fill', '19']]","['London, United Kingdom']",marklE2664GC,"Nowadays, a sad old clip joint",https://www.tripadvisor.co.uk/ShowUserReviews-g186338-d2180904-r733223522-Boisdale_Canary_Wharf-London_England.html
29,,['I love boisdale dearly i really have a softspot for this place. Boisdale is a place very versátil on way of have a Romantic Between 2 or a lovely gadering time with family and friends. We had amazing 3 courses meal . I definetely enjoyed my stake and sl everyone . The staff are well friendly and very attentive . The singer was superb. What a talent . Thank to the menage Weal that he personaly was making sure our experience should be up to our standart. Once again thank you to everyone who contribute to our best Boisdale Experience. '], December 2019,g186338-d2180904-r733228124,g186338-d2180904,[],[],5,17 December 2019,Boisdale_Canary_Wharf,/Restaurant_Review-g186338-d2180904-Reviews-Boisdale_Canary_Wharf-London_England.html,"[['pencil-paper', '1']]","['London, United Kingdom']",447marcioteixe,David 82rd Birthday ,https://www.tripadvisor.co.uk/ShowUserReviews-g186338-d2180904-r733228124-Boisdale_Canary_Wharf-London_England.html
30,,"['Loved it here, a little hard to find but we were all wowed once we got inside. Lovely decor and atmosphere with a Jazz band playing In the background. Huge whiskey menu plus a Huge wall full of drinks. Lovely views if you are lucky to get a window seat. Sunday menu not huge but enough to choose from. Squid was very tasty., Beef was very good maybe a little fatty but that didn’t stop it being very tasty. Huge portions with plenty of veg. You had to pay extra for the cheese which I thought was a little unfair as the food isn’t cheap. All in all a great place which is excellent for a special occasion and I will definitely return at some point']", October 2019,g186338-d2180904-r722197593,g186338-d2180904,[],[],4,29 October 2019,Boisdale_Canary_Wharf,/Restaurant_Review-g186338-d2180904-Reviews-Boisdale_Canary_Wharf-London_England.html,"[['pencil-paper', '184'], ['thumbs-up-fill', '62']]","['Thurrock, United Kingdom']",Downba,Nice relaxing venue,https://www.tripadvisor.co.uk/ShowUserReviews-g186338-d2180904-r722197593-Boisdale_Canary_Wharf-London_England.html
