,answer_text,content,diner_date,id_comment,id_resto,other_ratings_category,other_ratings_value,rating,rating_date,resto,resto_url,reviewer_info_sup,reviewer_origin,reviewer_pseudo,title,url
10,,['The three course meal was fantastic and all the staff were amazingly friendly from the restaurant manager to the young girls serving us.'], July 2019,g186338-d1386832-r694136189,g186338-d1386832,[],[],5,30 July 2019,Cinnamon_Restaurant_and_Bar,/Restaurant_Review-g186338-d1386832-Reviews-Cinnamon_Restaurant_and_Bar-London_England.html,"[['pencil-paper', '141'], ['thumbs-up-fill', '69']]","['Nottingham, United Kingdom']",wendy p,Amazing,https://www.tripadvisor.co.uk/ShowUserReviews-g186338-d1386832-r694136189-Cinnamon_Restaurant_and_Bar-London_England.html
11,,"[""The food is delicious & the service was very good. We went on a wowcher deal & its the second time we have done this here. Would recommend as the food its presented in a way that you just couldn't predict. The chefs are excellent & the choice on a deal is limited but still a good choice. A really enjoyable experience :)"", 'Looking forward to doing it again!']", May 2019,g186338-d1386832-r670855463,g186338-d1386832,"['Value', 'Service', 'Food']","['50', '50', '50']",5,2 May 2019,Cinnamon_Restaurant_and_Bar,/Restaurant_Review-g186338-d1386832-Reviews-Cinnamon_Restaurant_and_Bar-London_England.html,"[['pencil-paper', '29'], ['thumbs-up-fill', '15']]","['London, United Kingdom']",Su7W,Delicious food,https://www.tripadvisor.co.uk/ShowUserReviews-g186338-d1386832-r670855463-Cinnamon_Restaurant_and_Bar-London_England.html
12,,"['Always mystified when I go somewhere and have polar opposite views to other reviews. The food was very good, as was the service. Used a 2 person voucher my mum was given and paid extra for another meal. I’ve not used many vouchers but this was far and away the best vfm. Food was hot, well presented, good quality and just the right portion size. Highly recommend the sirloin steak. Would have no hesitation in returning.']", May 2019,g186338-d1386832-r676084544,g186338-d1386832,"['Value', 'Service', 'Food']","['50', '50', '50']",5,24 May 2019,Cinnamon_Restaurant_and_Bar,/Restaurant_Review-g186338-d1386832-Reviews-Cinnamon_Restaurant_and_Bar-London_England.html,"[['pencil-paper', '72'], ['thumbs-up-fill', '52']]",['Jersey'],DavidLynUK,Great VFM,https://www.tripadvisor.co.uk/ShowUserReviews-g186338-d1386832-r676084544-Cinnamon_Restaurant_and_Bar-London_England.html
13,,"['Nice restaurant and good bar.Staff very professianal and helpful.Food is good quality.We have tried salads,bar snacks,pica,beef and everything was tasty and fresh.We recomend chicken salad with bacon it was a hit between our group from bar meniu!']", April 2019,g186338-d1386832-r672708292,g186338-d1386832,[],[],5,9 May 2019,Cinnamon_Restaurant_and_Bar,/Restaurant_Review-g186338-d1386832-Reviews-Cinnamon_Restaurant_and_Bar-London_England.html,"[['pencil-paper', '21'], ['thumbs-up-fill', '10']]","['Marijampole, Lithuania']",lietuvis2015,nice hotel restaurant,https://www.tripadvisor.co.uk/ShowUserReviews-g186338-d1386832-r672708292-Cinnamon_Restaurant_and_Bar-London_England.html
14,,"['Had the pleasure of dining here two nights in a row. First night: goats cheese salad - beautiful flavours and perfect presentation. I’d have to deduct a mark or two as it was extremely cold - perhaps had been in the fridge for too long before serving? Some of the cheese, although tasty, was almost icy! I couldn’t fault the steak from the grill. Perfectly rare (as requested) - an utterly delectable delight. Best steak I’ve had in a very long time. ', 'Second night: scallops followed by tiger prawns from the grill. Wow! Scallops were incredibly fresh and a total taste sensation. I savoured every mouthful. The tiger prawns were also wonderful. Perfect with the asparagus and garlic butter. Possibly a small bit of fresh crusty bread to mop up the sauce and add a a perhaps needed modicum of carby substance to this otherwise perfect meal. ', 'Excellent, attentive service and a quick chat with the chef doing a walkaround was a nice touch. ', 'Well done; Hilton - I hope to be back next year to sample these culinary delights again ']", May 2019,g186338-d1386832-r674838839,g186338-d1386832,[],[],5,18 May 2019,Cinnamon_Restaurant_and_Bar,/Restaurant_Review-g186338-d1386832-Reviews-Cinnamon_Restaurant_and_Bar-London_England.html,"[['pencil-paper', '10'], ['thumbs-up-fill', '12']]","['Stratford City, United Kingdom']",knowsagoodthing,Sublime food,https://www.tripadvisor.co.uk/ShowUserReviews-g186338-d1386832-r674838839-Cinnamon_Restaurant_and_Bar-London_England.html
15,,['We had a Wowcher dinner and it was lovely but what was amazing are the service it was really excellent though we have lots of experience on food and service I can’t explain really good'], May 2019,g186338-d1386832-r674839508,g186338-d1386832,[],[],5,18 May 2019,Cinnamon_Restaurant_and_Bar,/Restaurant_Review-g186338-d1386832-Reviews-Cinnamon_Restaurant_and_Bar-London_England.html,"[['pencil-paper', '46'], ['thumbs-up-fill', '27']]","['London, United Kingdom']",EBK_12,Wowcher,https://www.tripadvisor.co.uk/ShowUserReviews-g186338-d1386832-r674839508-Cinnamon_Restaurant_and_Bar-London_England.html
16,,"['Ok so I’m sold.', 'I spent a night in the hotel a couple of months ago and wrote a bad review!', 'I had promised myself I’d never visit again but I had an old voucher for the restaurant which I came across lately and I had to use it of course (who wastes money?)', 'So I call up my friend and we turn up for our 6pm reservation.', 'First I forget to print the voucher when I had expressly been told to do so!', 'The lady on duty smiled sweetly and asked if she could see it on my phone.', 'Even worse my phone had died!', 'The lady graciously (sorry I didn’t take her name)walked me to the concierge and plugged in my phone and waited patiently for it to charge .', 'Five minutes later she verified the voucher and asked where we wanted to sit.', 'We picked a table and then we had a look at the menus and placed our orders.', 'We were served in total by four different people all gracious, prompt, impeccably well mannered, friendly but unobtrusive and just nice, pleasant happy people, and the meals themselves - heavenly!', 'Michelin style presentation and cooked to perfection!', 'I have never given five stars on a review and I’ve never wanted to, to be honest,but I truthfully and sadly can’t fault anything today!', 'Not the service , not the for food, nor the ambience.', 'SO ITS FIVE STARS FROM THE FUSSY DENTIST!', 'Well done Hilton Canary Wharf!', 'I’m impressed.']", May 2019,g186338-d1386832-r670796368,g186338-d1386832,[],[],5,1 May 2019,Cinnamon_Restaurant_and_Bar,/Restaurant_Review-g186338-d1386832-Reviews-Cinnamon_Restaurant_and_Bar-London_England.html,"[['pencil-paper', '69'], ['thumbs-up-fill', '33']]","['London, United Kingdom']",TheFussyDentist,EXCELLENT FOOD ! Fantastic service! Highly highly recommended,https://www.tripadvisor.co.uk/ShowUserReviews-g186338-d1386832-r670796368-Cinnamon_Restaurant_and_Bar-London_England.html
17,,"[""I came here on a wowcher for birthday and I can say I definitely won't be returning. "", ""We explained to the gentleman taking our order that our table was even and was causing everything on the table to wobble, (including my champagne which ended up spilling all over the table). He then told us, no one else has complained about this table today and didn't even try and help us fix it. He then said, there are no other tables available in the restaurant, even though there were only 5 other parties dining and there were at least 5 other tables unused. "", ""They didn't have half the items on the menu, which wasn't explained until we tried to order, the steak which we ordered medium was hard a rock and the starter was overcooked.""]", May 2019,g186338-d1386832-r677827629,g186338-d1386832,"['Value', 'Service', 'Food']","['30', '10', '20']",2,31 May 2019,Cinnamon_Restaurant_and_Bar,/Restaurant_Review-g186338-d1386832-Reviews-Cinnamon_Restaurant_and_Bar-London_England.html,"[['pencil-paper', '3'], ['thumbs-up-fill', '4']]","['London, United Kingdom']",abiola92,Customer Service Very Lacking,https://www.tripadvisor.co.uk/ShowUserReviews-g186338-d1386832-r677827629-Cinnamon_Restaurant_and_Bar-London_England.html
18,,"['Visited here with friends and family as part of an online offer option.', 'The restaurant was as to be expected within the Hilton Hotel at Canary Wharf.', ""Service was initially slow (perhaps we'd arrived at a busy moment) but courteous and attentive. The menu options were very much in keeping with what you'd expect. One of the party chose the red and white house wines from the list which for the price were definitely over priced and just about enjoyable. The food on the other-hand was freshly prepared and well presented. All in all we had a good evening.""]", June 2019,g186338-d1386832-r680744105,g186338-d1386832,"['Value', 'Service', 'Food']","['30', '30', '40']",3,11 June 2019,Cinnamon_Restaurant_and_Bar,/Restaurant_Review-g186338-d1386832-Reviews-Cinnamon_Restaurant_and_Bar-London_England.html,"[['pencil-paper', '205'], ['thumbs-up-fill', '52']]",['Kent'],aubreyw159,Evening Dinner,https://www.tripadvisor.co.uk/ShowUserReviews-g186338-d1386832-r680744105-Cinnamon_Restaurant_and_Bar-London_England.html
19,,"['Very disappointed as I was unable to say anything bad about the visit, the food was cooked to perfection, the drinks beautifully mixed, the staff were helpful and attentive, even the ambience was fabulous. It was so good I may have to use this location for this year’s Christmas dinner, we will need rooms too because if the mundane Saturday lunch was this good can you imagine Christmas?']", June 2019,g186338-d1386832-r681839260,g186338-d1386832,[],[],5,16 June 2019,Cinnamon_Restaurant_and_Bar,/Restaurant_Review-g186338-d1386832-Reviews-Cinnamon_Restaurant_and_Bar-London_England.html,"[['pencil-paper', '10'], ['thumbs-up-fill', '3']]",[],753annp,Saturday lunch,https://www.tripadvisor.co.uk/ShowUserReviews-g186338-d1386832-r681839260-Cinnamon_Restaurant_and_Bar-London_England.html
20,,"['Went along for afternoon tea and found the service very poor and most of the staff miserable. Not a smile to be seen.. The only person that looked like they wanted to provide a good service was the gentleman behind the bar, so thanks to him. ', 'Would never bother returning as felt like we were an inconvenience. ', 'Food was ok. Just pretty disappointing..']",,g186338-d1386832-r666364602,g186338-d1386832,[],[],2,14 April 2019,Cinnamon_Restaurant_and_Bar,/Restaurant_Review-g186338-d1386832-Reviews-Cinnamon_Restaurant_and_Bar-London_England.html,"[['pencil-paper', '28'], ['thumbs-up-fill', '25']]","['London, United Kingdom']",Ljkempster,Disappointing!!!,https://www.tripadvisor.co.uk/ShowUserReviews-g186338-d1386832-r666364602-Cinnamon_Restaurant_and_Bar-London_England.html
21,,"['Initially we had problems booking as we seemed to keep getting directed to housekeeping so it was really unprofessional.', 'The meal itself was good with great surroundings.', 'The service was a little slow as they looked understaffed but we were in no hurry so it was fine.']", October 2018,g186338-d1386832-r637158088,g186338-d1386832,"['Value', 'Service', 'Food']","['40', '30', '40']",4,3 December 2018,Cinnamon_Restaurant_and_Bar,/Restaurant_Review-g186338-d1386832-Reviews-Cinnamon_Restaurant_and_Bar-London_England.html,"[['pencil-paper', '6'], ['thumbs-up-fill', '4']]","['London, United Kingdom']",simonleeellis,Food was lovely but service a little slow,https://www.tripadvisor.co.uk/ShowUserReviews-g186338-d1386832-r637158088-Cinnamon_Restaurant_and_Bar-London_England.html
22,,['Very nice experience in this upmarket Indian restaurant near parliament. Service and food wer impeccable '], November 2018,g186338-d1386832-r636825185,g186338-d1386832,[],[],4,1 December 2018,Cinnamon_Restaurant_and_Bar,/Restaurant_Review-g186338-d1386832-Reviews-Cinnamon_Restaurant_and_Bar-London_England.html,"[['pencil-paper', '303'], ['thumbs-up-fill', '71']]","['London, United Kingdom']",Richard F,friends,https://www.tripadvisor.co.uk/ShowUserReviews-g186338-d1386832-r636825185-Cinnamon_Restaurant_and_Bar-London_England.html
23,,"['I don\'t normally write reviews but this is by far the worst customer service I have received and needs to be documented. Firstly the food was not great and not prepared well. The ""supervisor"" is a disgrace to his profession as he ruined the ambience of the experience by constantly standing by our table with discrimination. The blonde waitress who understandably English is not her first language misunderstood the requests made which led to us being overcharged. We saw the supervisor and the waitress debating and came to the conclusion that we were wrong and she was right which led to the supervisor accusing us for lying. He was not impartial and stated due to her being in the role for the year, he trusted her over us. A very bad experience and I advise anyone who is going as a couple not to go. You will have more for your money at a fast food restaurant. Really disappointed with this restaurant. Should be closed']", February 2019,g186338-d1386832-r651563156,g186338-d1386832,[],[],1,11 February 2019,Cinnamon_Restaurant_and_Bar,/Restaurant_Review-g186338-d1386832-Reviews-Cinnamon_Restaurant_and_Bar-London_England.html,"[['pencil-paper', '1']]",[],Omeongag,DO NOT HERE,https://www.tripadvisor.co.uk/ShowUserReviews-g186338-d1386832-r651563156-Cinnamon_Restaurant_and_Bar-London_England.html
24,,"['My wife was given a Buyagift Afternoon tea voucher for her 60th Birthday. We chose to go to the Hilton Canary Wharf as we thought it would be nice to have a view over the docks. The description did say that this was when possible. However we subsequently found out that this has not been an option since early last year. Tea is now provided in the cinnamon restaurant. ', ' Now you are seated on the ground floor looking at the main road. To detriment the view further, outside the window are builders fences behind which are the road works, and parked builders vans.', ' The afternoon tea itself did not match the image shown in the brochure. The portions were meagre and presentation ordinary. As an example the tea was just a tea bag in a pot, not loose leaf as you would usually expect. Also my wife had to ask for a second cup of tea as this was not offered. The waiter did offer a free glass of sparkling wine to compensate for the lack of view but by then we were already upset. As stated this was a 60th birthday gift for my wife but felt more like popping for tea on the way back from the shops. Very ordinary, not worth the money. Would we come here again, no.']", January 2019,g186338-d1386832-r646597483,g186338-d1386832,"['Value', 'Service', 'Food']","['10', '30', '20']",1,17 January 2019,Cinnamon_Restaurant_and_Bar,/Restaurant_Review-g186338-d1386832-Reviews-Cinnamon_Restaurant_and_Bar-London_England.html,"[['pencil-paper', '30'], ['thumbs-up-fill', '10']]",['Romford'],baaadad,60th Birthday let down....,https://www.tripadvisor.co.uk/ShowUserReviews-g186338-d1386832-r646597483-Cinnamon_Restaurant_and_Bar-London_England.html
25,,"['If having regular afternoon tea the only issues would be ambience (Tv on instead of relaxing music) and service (had to refill our own hot water pot amongst other issues).', ""Also neither of us drink alcohol but we weren't offered an alternative. "", 'However, if you have ANY dietary requirements please avoid. I had contacted the hotel by email and messenger to ensure my afternoon tea was a) gluten free and b) free of salmon and mustard and b) that my partner had no pork.', 'Rang bell ignored - staff on mobiles taking pictures', 'Tapped on door let in but not warm welcome', 'Given gluten free sandwiches for me and gluten free cakes and scones for both of us. Had long wait for partners sandwiches. I said that my partner wasnt gluten free so would want normal cakes and scones. ', ""15 minutes later after i had eaten most of the gluten free cakes I was informed they weren't gluten free as advised by the waiter."", ""They are lucky it wasn't my daughter with her peanut allergy or theyd be dealing with a dead body."", 'Manager was great but it was too late then.', ""Disappointing Valentine's day""]",,g186338-d1386832-r652706479,g186338-d1386832,[],[],1,16 February 2019,Cinnamon_Restaurant_and_Bar,/Restaurant_Review-g186338-d1386832-Reviews-Cinnamon_Restaurant_and_Bar-London_England.html,"[['pencil-paper', '102'], ['thumbs-up-fill', '76']]","['Portsmouth, United Kingdom']",rachaelw954,Valentine's afternoon tea,https://www.tripadvisor.co.uk/ShowUserReviews-g186338-d1386832-r652706479-Cinnamon_Restaurant_and_Bar-London_England.html
26,,"[""The first time we visited the food was outstanding, The 2nd time, The food was really really bad. We had 3 courses and the food was either burnt or undercooked, The food was inedible and we left most of the food, We complained and was given 20% off next visit. What a joke. I won't be going back at all ,""]", February 2019,g186338-d1386832-r652930863,g186338-d1386832,"['Value', 'Service', 'Food']","['10', '10', '10']",1,17 February 2019,Cinnamon_Restaurant_and_Bar,/Restaurant_Review-g186338-d1386832-Reviews-Cinnamon_Restaurant_and_Bar-London_England.html,"[['pencil-paper', '7'], ['thumbs-up-fill', '14']]","['Brighton and Hove, United Kingdom']",LondonTravelerr,Disgusting Food,https://www.tripadvisor.co.uk/ShowUserReviews-g186338-d1386832-r652930863-Cinnamon_Restaurant_and_Bar-London_England.html
27,,"['My wife and I have enjoyed a couple of afternoon teas at the Hilton on Park Lane (plus at other establishments) and once again we had a Buyagift voucher. For this afternoon tea, we chose the Cinnamon Restaurant at the Hilton Hotel, Canary Wharf.', 'On entering the restaurant, we were shown to our table for two by the front windows, the afternoon tea side of the restaurant was fairly quiet with just a few other tables occupied. ', 'Our “sparkling cocktails” which I can only describe as pink grapefruit was not quite what we were expecting. My wife had a pot of tea which wasn’t very hot and I had a coffee. Our three-tier tower of sandwiches and mini cakes arrived soon after. The four quarters of sandwich with various fillings were very small and barely made up one decent sandwich and some of the bread was a little on the dry side. The cakes too were a little uninspiring although the warm scones with jam and clotted cream were good.', 'At no time were we asked if everything was ok but I did ask the waiter for another coffee. We were never asked if we would like any more but reading other reviews, I get the impression you are charged. At the Hilton Park Lane, they offered us another tier of food without charge and even then, asked us would we like anymore.', 'The ambiance of the Cinnamon restaurant wasn’t very inspiring with drab brown décor. The outlook from the windows looks across a busy main road with a building site opposite plus you have the rumbling of the DLR trains almost above your head. ', 'All-in-all a rather disappointing experience and not a patch on the Park Lane Hilton.']", April 2019,g186338-d1386832-r665753216,g186338-d1386832,"['Value', 'Service', 'Food']","['20', '20', '20']",2,12 April 2019,Cinnamon_Restaurant_and_Bar,/Restaurant_Review-g186338-d1386832-Reviews-Cinnamon_Restaurant_and_Bar-London_England.html,"[['pencil-paper', '247'], ['thumbs-up-fill', '428']]","['London, United Kingdom']",finkfloydman,"Disappointing afternoon tea, far better at the Hilton Park Lane.",https://www.tripadvisor.co.uk/ShowUserReviews-g186338-d1386832-r665753216-Cinnamon_Restaurant_and_Bar-London_England.html
28,,"['We visited the hotel for my husbands birthday, we used a Wowcher code for the restaurant. Unfortunately staff was so concerned about expressing and placing emphasis on the voucher code. I explained that money was not an issue, which I feel that we should not have had to explain. I requested for a slice of cake to be brought out as a surprise and explained I was happy to again PAY EXTRA. They totally ignored the request and brought out cold food. The food was nice, but it can out in the wrong order. ', 'In addition they added a service charge, which I explained I was not happy to pay as our steaks where bloody and had to be sent back. ', 'Our sides were delivered cold and no cake was brought even though I had requested it. ', 'We was forced to pay the service charge to avoid and arguement. ', 'Service was incredibly lousy']",,g186338-d1386832-r656083760,g186338-d1386832,[],[],3,3 March 2019,Cinnamon_Restaurant_and_Bar,/Restaurant_Review-g186338-d1386832-Reviews-Cinnamon_Restaurant_and_Bar-London_England.html,"[['pencil-paper', '13'], ['thumbs-up-fill', '3']]","['London, United Kingdom']",NayoLights,Restaurant visit,https://www.tripadvisor.co.uk/ShowUserReviews-g186338-d1386832-r656083760-Cinnamon_Restaurant_and_Bar-London_England.html
29,,"[""I wasn't overly concerned when I saw quite a few bad reviews as I prefer to judge for myself. I visited with my wife on Sat 23rd March for the roasting board dinner with bottle of wine for 2. We were greeted on arrival to the restaurant by a gentleman who was quite pleasant and we were seated. The restaurant was pretty empty at the time and we were given the option of a bottle of red or white wine and a choice of either meat, fish or veggie. We opted for the meat which consisted of steak, chicken, potatoes and vegetables. It took about 20 minutes to arrive but was served very hot and I found the meal very tasty. There was more than enough for the 2 of us. We paid £29 instead of £75. At £29 I think this was very reasonable but wouldn't want to pay the full £75. Our experience was very good and I would recommend to others if this wowcher is still available. No service charge was added but we tipped the waiter a fiver anyway. I've eaten at many different restaurants and have had worse experiences at other so called 5 star ones.""]", March 2019,g186338-d1386832-r660825292,g186338-d1386832,"['Value', 'Service', 'Food']","['50', '50', '50']",4,24 March 2019,Cinnamon_Restaurant_and_Bar,/Restaurant_Review-g186338-d1386832-Reviews-Cinnamon_Restaurant_and_Bar-London_England.html,"[['pencil-paper', '63'], ['thumbs-up-fill', '15']]","['London, United Kingdom']",Trevor S,Wowcher Roast Dinner with bottle of wine for 2,https://www.tripadvisor.co.uk/ShowUserReviews-g186338-d1386832-r660825292-Cinnamon_Restaurant_and_Bar-London_England.html
