,answer_text,content,diner_date,id_comment,id_resto,other_ratings_category,other_ratings_value,rating,rating_date,resto,resto_url,reviewer_info_sup,reviewer_origin,reviewer_pseudo,title,url
10,,"['Came here with work colleagues after a full day at an Employment Tribunal representing work so needed to chill and eat.', 'Really nice venue and staff were very friendly.', 'A good selection on the menu prices wise for where we were not bad at all.', 'Food was great as I had the salmon and a naughty chocolate brownie for dessert.', 'If in the area would definitely return']", January 2020,g186338-d15238588-r739776811,g186338-d15238588,[],[],5,18 January 2020,The_Ivy_Canary_Wharf,/Restaurant_Review-g186338-d15238588-Reviews-The_Ivy_Canary_Wharf-London_England.html,"[['pencil-paper', '242'], ['thumbs-up-fill', '124']]",['London'],Ron S,"Lovely Venue, Great Food",https://www.tripadvisor.co.uk/ShowUserReviews-g186338-d15238588-r739776811-The_Ivy_Canary_Wharf-London_England.html
11,,"[""We visited The Ivy on Thursday 2nd January and as usual had a lovely time. From the warm and attentive welcome at reception, to the excellent food, to the friendly service staff. Special thanks goes to Tyra who is the most charming waitress we've ever met. Thanks for a perfect evening, John""]", January 2020,g186338-d15238588-r736993060,g186338-d15238588,[],[],5,5 January 2020,The_Ivy_Canary_Wharf,/Restaurant_Review-g186338-d15238588-Reviews-The_Ivy_Canary_Wharf-London_England.html,"[['pencil-paper', '5'], ['thumbs-up-fill', '1']]","['London, United Kingdom']",John K,"Great food, service and venue",https://www.tripadvisor.co.uk/ShowUserReviews-g186338-d15238588-r736993060-The_Ivy_Canary_Wharf-London_England.html
12,,"['Outstanding service, just had a dinner with my better half. We both had steaks (although mine was a bit of a disappointment) few starters and dessert, everything was perfect. We have been looked after the head waitress and the manager.', 'Great vibes, gives you a sort of vintage experience, kind of posh but not too formal.', 'Definitely coming back.']", January 2020,g186338-d15238588-r741637025,g186338-d15238588,"['Value', 'Service', 'Food']","['50', '50', '50']",5,27 January 2020,The_Ivy_Canary_Wharf,/Restaurant_Review-g186338-d15238588-Reviews-The_Ivy_Canary_Wharf-London_England.html,"[['pencil-paper', '10'], ['thumbs-up-fill', '2']]","['London, United Kingdom']",wladimircv,Trully great,https://www.tripadvisor.co.uk/ShowUserReviews-g186338-d15238588-r741637025-The_Ivy_Canary_Wharf-London_England.html
13,,"[""I went to The Ivy in The Park for New Year's Eve and I highly recommend it for everyone! Staff is very polite and the restaurant is stunning! Quality-price is good! Steve was our first waiter, who was very friendly and attentive, he recommended some dishes and I can tell the texture and the flavour were super! Valerio took care of us after the mains, he went extra mile to make our experience memorable and recommended an amazing desert!"", 'I will definitely come back! Thank you!']", December 2019,g186338-d15238588-r736900704,g186338-d15238588,"['Value', 'Service', 'Food']","['50', '50', '50']",5,4 January 2020,The_Ivy_Canary_Wharf,/Restaurant_Review-g186338-d15238588-Reviews-The_Ivy_Canary_Wharf-London_England.html,"[['pencil-paper', '4'], ['thumbs-up-fill', '1']]","['London, United Kingdom']",Sil-ftq,Amazing Service and Quality Food!,https://www.tripadvisor.co.uk/ShowUserReviews-g186338-d15238588-r736900704-The_Ivy_Canary_Wharf-London_England.html
14,,"['Overall I had a really pleasant evening catching up with some friends I had not seen for a while. Overall a nice meal, service was attentive without being obtrusive and the restaurant had a nice feel to it. It was a shame my steak was cooked incorrectly, I asked for medium rare and it was well done. However the mistake was dealt with quickly and efficiently. My companions were all happy with their meals. ']", January 2020,g186338-d15238588-r738527124,g186338-d15238588,[],[],4,11 January 2020,The_Ivy_Canary_Wharf,/Restaurant_Review-g186338-d15238588-Reviews-The_Ivy_Canary_Wharf-London_England.html,"[['pencil-paper', '469'], ['thumbs-up-fill', '271']]","['Leigh-on Sea, United Kingdom']",LoSDiner,Nice evening. ,https://www.tripadvisor.co.uk/ShowUserReviews-g186338-d15238588-r738527124-The_Ivy_Canary_Wharf-London_England.html
15,,"['Visited on a Saturday night. Lovely welcome and our initial waitress was pleasant and engaged with us. The food was mostly lovely. The exception was the chips, they were dry, tasteless & oven cooked in our opinion, We ordered wine and our main course was served before it arrived at the table. From this point on the new female server, now in a black suit did not engage with us. Our wine & water were topped up as she passed with out a single glance at us and the bottles replaced on the table with a definite thump. We were not asked if we wanted dessert but the menu was plonked in front of us without comment. We were then left for at least 20 minutes before anyone asked us if we wanted to order. As we wanted some cheese to go with our remaining wine we sat sipping water, once ordered the cheese took ages to arrive to the point that we asked ourselves who had ordered something complicated! The background music was too loud, without any discernible tune and had a constant beat that made it hard to ignore and conversation difficult. On a separate note ladies have to queue in the corridor before they even get onto the Ladies toilets and 3 cubicles for a restaurant of this size is inadequate. For a chain that pitches themselves as luxury we felt that they need to try a lot harder.']", January 2020,g186338-d15238588-r739965166,g186338-d15238588,"['Value', 'Service', 'Food']","['20', '20', '30']",3,19 January 2020,The_Ivy_Canary_Wharf,/Restaurant_Review-g186338-d15238588-Reviews-The_Ivy_Canary_Wharf-London_England.html,"[['pencil-paper', '28'], ['thumbs-up-fill', '12']]","['Greater London, United Kingdom']",PCDines,Average,https://www.tripadvisor.co.uk/ShowUserReviews-g186338-d15238588-r739965166-The_Ivy_Canary_Wharf-London_England.html
16,,"['The venue is quite attrsctive with a faux art deco theme but is let down by fairly mediocre food, including dry chips and slightly soggy milanese. Like many of the branches of the Ivy, much of the clientele seems to be there in the hope of spotting celebs but no chance of that in Canary Wharf!']", January 2020,g186338-d15238588-r739602301,g186338-d15238588,[],[],3,17 January 2020,The_Ivy_Canary_Wharf,/Restaurant_Review-g186338-d15238588-Reviews-The_Ivy_Canary_Wharf-London_England.html,"[['pencil-paper', '351'], ['thumbs-up-fill', '76']]","['West Byfleet, United Kingdom']",Matthew S,Flashy venue but food not up to scratch ,https://www.tripadvisor.co.uk/ShowUserReviews-g186338-d15238588-r739602301-The_Ivy_Canary_Wharf-London_England.html
17,,"['Went for dinner with my girlfriend on a Friday night, quite busy but lovely vibes. Food was good, especially the meat. We had Lobster Risotto as starter, a Steak Tartare and a Rib-eye as mains and a delicious Chocolate Bomb dessert, along with few cocktails from the special menu, both nice.', 'Special mention to the staff, in particilar our waiter Adam, incredibly helpful with recommending the courses and with a great sense of hospitality.']", January 2020,g186338-d15238588-r741030679,g186338-d15238588,[],[],5,24 January 2020,The_Ivy_Canary_Wharf,/Restaurant_Review-g186338-d15238588-Reviews-The_Ivy_Canary_Wharf-London_England.html,"[['pencil-paper', '2']]","['London, United Kingdom']",francescobraun,Great experience,https://www.tripadvisor.co.uk/ShowUserReviews-g186338-d15238588-r741030679-The_Ivy_Canary_Wharf-London_England.html
18,,"['My wife and I met our daughter for Saturday lunch and we were all delighted with the ambiance, excellent service and food. This is the third time we have eaten here and each time we have truly enjoyed the experience.']", January 2020,g186338-d15238588-r741326293,g186338-d15238588,"['Value', 'Service', 'Food']","['50', '50', '50']",5,26 January 2020,The_Ivy_Canary_Wharf,/Restaurant_Review-g186338-d15238588-Reviews-The_Ivy_Canary_Wharf-London_England.html,"[['pencil-paper', '147'], ['thumbs-up-fill', '30']]","['Torquay, United Kingdom']",Paul D,Centre of Canary Wharf an excellent dining experience,https://www.tripadvisor.co.uk/ShowUserReviews-g186338-d15238588-r741326293-The_Ivy_Canary_Wharf-London_England.html
19,,"['went for lunch, great vibe, great menu, staff were all very atentive and the resturant itself was bright and welcoming.. will definatley be back..']", December 2019,g186338-d15238588-r733561305,g186338-d15238588,[],[],5,19 December 2019,The_Ivy_Canary_Wharf,/Restaurant_Review-g186338-d15238588-Reviews-The_Ivy_Canary_Wharf-London_England.html,"[['pencil-paper', '101'], ['thumbs-up-fill', '78']]","['Bolney, United Kingdom']",jk7ng,great resturant,https://www.tripadvisor.co.uk/ShowUserReviews-g186338-d15238588-r733561305-The_Ivy_Canary_Wharf-London_England.html
20,,"['We had supper at 8pm and there were babies and children which I found odd. Or the restaurants fault oersay but unappetising with the noise and ambience. ', 'Our table tipped twice spilling drinks- wobbly and an attempted fix happened after the first time but didn’t work- Prosecco everywhere!! ', 'Food was well below par for the Ivy chain. My salmon was cold and the sauce, tasteless. The chips were awful. ', 'The zucchini fritti however were delicious as were the espresso martinis. ', 'Shan’t come again']", December 2019,g186338-d15238588-r734401169,g186338-d15238588,[],[],3,24 December 2019,The_Ivy_Canary_Wharf,/Restaurant_Review-g186338-d15238588-Reviews-The_Ivy_Canary_Wharf-London_England.html,"[['pencil-paper', '17'], ['thumbs-up-fill', '18']]","['London, United Kingdom']",Amelia1983,Below Par,https://www.tripadvisor.co.uk/ShowUserReviews-g186338-d15238588-r734401169-The_Ivy_Canary_Wharf-London_England.html
21,,['Such a lovely atmosphere. This restaurant is so chic and the staff are lovely and professional. Amy was our waitress and she was fab! Their food is amazing and priced superbly. Amy was so kind she even surprised our friend that is moving to the UK with a special dessert. I can 100% recommend them. Plus their afternoon tea sounds divine.'], January 2020,g186338-d15238588-r741009674,g186338-d15238588,[],[],5,24 January 2020,The_Ivy_Canary_Wharf,/Restaurant_Review-g186338-d15238588-Reviews-The_Ivy_Canary_Wharf-London_England.html,"[['pencil-paper', '2']]",[],AshleighLategan25,Dinner at the Ivy!,https://www.tripadvisor.co.uk/ShowUserReviews-g186338-d15238588-r741009674-The_Ivy_Canary_Wharf-London_England.html
22,,['I was impressed with the quiet and efficient service as well as the highly quality of the food served. The menu choice was highly suitable and appropriate. The overall quality of service and food represented very good value for money. I have no hesitation in recommending the Ivy at Canada Square.'], December 2019,g186338-d15238588-r733192650,g186338-d15238588,"['Value', 'Service', 'Food']","['50', '50', '50']",5,17 December 2019,The_Ivy_Canary_Wharf,/Restaurant_Review-g186338-d15238588-Reviews-The_Ivy_Canary_Wharf-London_England.html,"[['pencil-paper', '22'], ['thumbs-up-fill', '7']]","['Bedfordshire, United Kingdom']",mrpeterc2015,A gentle Saturday luncheon,https://www.tripadvisor.co.uk/ShowUserReviews-g186338-d15238588-r733192650-The_Ivy_Canary_Wharf-London_England.html
23,,['Came here for a catch up over drinks with a friend and was delighted with the service. Staff were happy to offer us a table at dinnertime and were happy to help seek drink recommendations from the bartender. Will definitely visit again.'], November 2019,g186338-d15238588-r736479635,g186338-d15238588,"['Value', 'Service', 'Food']","['40', '50', '40']",4,3 January 2020,The_Ivy_Canary_Wharf,/Restaurant_Review-g186338-d15238588-Reviews-The_Ivy_Canary_Wharf-London_England.html,"[['pencil-paper', '19']]","['London, United Kingdom']",umeshudeer,Good service and setting for a quiet catch up,https://www.tripadvisor.co.uk/ShowUserReviews-g186338-d15238588-r736479635-The_Ivy_Canary_Wharf-London_England.html
24,,"[""The restaurant is in a good location near the Canary Wharf stations. The staff were all excellent though the waitress who showed us to our table didn't seem too impressed that we wanted to change tables because the corner of our table was practically touching the corner of the adjacent table. Our 2nd table was slightly better though we were right next to our neighbours and we were squinting into the sun that was refecting off a local skyscraper. The food was all very good though as usual I left this city restaurant still feeling hungry and my wallet £40/person lighter.""]", December 2019,g186338-d15238588-r735356386,g186338-d15238588,[],[],4,29 December 2019,The_Ivy_Canary_Wharf,/Restaurant_Review-g186338-d15238588-Reviews-The_Ivy_Canary_Wharf-London_England.html,"[['pencil-paper', '170'], ['thumbs-up-fill', '60']]","['London, United Kingdom']",po_2010,"Good food, suspect seating, excellent service",https://www.tripadvisor.co.uk/ShowUserReviews-g186338-d15238588-r735356386-The_Ivy_Canary_Wharf-London_England.html
25,,"[""Recommended by our friends, this place don't dissapoint. All went well and my family had great time.""]", November 2019,g186338-d15238588-r735273975,g186338-d15238588,[],[],5,29 December 2019,The_Ivy_Canary_Wharf,/Restaurant_Review-g186338-d15238588-Reviews-The_Ivy_Canary_Wharf-London_England.html,"[['pencil-paper', '1']]",[],Savas7777,"Great location, service and food",https://www.tripadvisor.co.uk/ShowUserReviews-g186338-d15238588-r735273975-The_Ivy_Canary_Wharf-London_England.html
26,,"['Me and my fiancé popped in on a Sunday morning to have breakfast. The food was excellent 10/10 and all of the staff, especially Steve, was very attentive and did their best to make our experience comfortable and unique. We will definitely visit the ivy again. ']", December 2019,g186338-d15238588-r735566744,g186338-d15238588,[],[],5,30 December 2019,The_Ivy_Canary_Wharf,/Restaurant_Review-g186338-d15238588-Reviews-The_Ivy_Canary_Wharf-London_England.html,"[['pencil-paper', '3']]","['Brighton, United Kingdom']",Sen K,Amazing experience,https://www.tripadvisor.co.uk/ShowUserReviews-g186338-d15238588-r735566744-The_Ivy_Canary_Wharf-London_England.html
27,,['I actually have high expectations but seems that its just ordinary and they have the worst aperol spritz i have ever tasted. I love the dessert tho.'], December 2019,g186338-d15238588-r735335598,g186338-d15238588,[],[],3,29 December 2019,The_Ivy_Canary_Wharf,/Restaurant_Review-g186338-d15238588-Reviews-The_Ivy_Canary_Wharf-London_England.html,"[['pencil-paper', '112'], ['thumbs-up-fill', '33']]","['Amsterdam, The Netherlands']",skyy_almighty,Just ok,https://www.tripadvisor.co.uk/ShowUserReviews-g186338-d15238588-r735335598-The_Ivy_Canary_Wharf-London_England.html
28,,"['Visited on a Saturday morning for brunch with a friend. We both opted for the Eggs Benedict. Food was good and portions generous. Service was exceptional, we were looked after very attentively (and unobtrusively) by Aliona. Will be visiting again very soon!']", December 2019,g186338-d15238588-r736065574,g186338-d15238588,"['Value', 'Service', 'Food']","['50', '50', '40']",5,1 January 2020,The_Ivy_Canary_Wharf,/Restaurant_Review-g186338-d15238588-Reviews-The_Ivy_Canary_Wharf-London_England.html,"[['pencil-paper', '3']]",[],Eva Y,Lovely experience,https://www.tripadvisor.co.uk/ShowUserReviews-g186338-d15238588-r736065574-The_Ivy_Canary_Wharf-London_England.html
29,,['Beautiful Sunday lunch. Nice and friendly atmosphere as usual. Amazing food especially lobster linguini and steaks. Thank you for looking after our family after Christmas catching up. '], December 2019,g186338-d15238588-r735379358,g186338-d15238588,[],[],5,29 December 2019,The_Ivy_Canary_Wharf,/Restaurant_Review-g186338-d15238588-Reviews-The_Ivy_Canary_Wharf-London_England.html,"[['pencil-paper', '8'], ['thumbs-up-fill', '2']]","['London, United Kingdom']",GoshGT,Beautiful Sunday lunch. Nice,https://www.tripadvisor.co.uk/ShowUserReviews-g186338-d15238588-r735379358-The_Ivy_Canary_Wharf-London_England.html
30,,"['As we were slightly early we were invited to sit at the bar, and try the cocktails. This was very enjoyable and a great start to the evening. We were seated in the upstairs restaurant and our cocktails were brought up to our table from the downstairs bar, which was a nice touch. We noted that the table lighting and background lighting was very low, to a point where we had to use the torch on our phone to read the menu, as it was that dark. We were later informed that new lighting was to be installed; but they should really invest in some more candles,...in the short term!! ', 'The food was very good with both our dishes served with style and care. The meals were very hot and the black Cod with Jasmine rice lovely, the staff were first class and always very attentive during the entire evening.', 'We have dined here previously, and again it was a great evening, despite the lack of candles. We look forward to seeing the new upstairs lighting.']", December 2019,g186338-d15238588-r733069591,g186338-d15238588,[],[],5,16 December 2019,The_Ivy_Canary_Wharf,/Restaurant_Review-g186338-d15238588-Reviews-The_Ivy_Canary_Wharf-London_England.html,"[['pencil-paper', '9'], ['thumbs-up-fill', '11']]","['Essex, United Kingdom']",Kbright98,Great Restuarant,https://www.tripadvisor.co.uk/ShowUserReviews-g186338-d15238588-r733069591-The_Ivy_Canary_Wharf-London_England.html
31,,"['I was invited by associates for a birthday treat. This was my third visit and each time has been outstanding in terms of food, service and ambience. ', ""I've had the seabass twice and it was superb. The chocolate bomb dessert is a must-have. They had the Christmas version with Santa's belt. "", 'Prior to dessert, they served me with a mini birthday cupcake with a lit candle. It tasted amazing. ', 'I love this place. ']", December 2019,g186338-d15238588-r730307771,g186338-d15238588,[],[],5,2 December 2019,The_Ivy_Canary_Wharf,/Restaurant_Review-g186338-d15238588-Reviews-The_Ivy_Canary_Wharf-London_England.html,"[['pencil-paper', '123'], ['thumbs-up-fill', '82']]",[],996deedeed,Outstanding,https://www.tripadvisor.co.uk/ShowUserReviews-g186338-d15238588-r730307771-The_Ivy_Canary_Wharf-London_England.html
32,,"['Had a nice family meal at The Ivy in Canary Wharf. The restaurant has the usual nice decor. Great place to take your family (more suited to adults I’d say) and friends, lovers. Food was good. Lobster risotto was delicious and for £14 well worth it. ', 'The service timing was hit and miss and they weren’t that busy. It didn’t bother me but definitely something they can improve. I’d go back as I like the chain and food in general. They also brought me out a mini cake as it was my birthday. :)']", December 2019,g186338-d15238588-r730356414,g186338-d15238588,[],[],4,3 December 2019,The_Ivy_Canary_Wharf,/Restaurant_Review-g186338-d15238588-Reviews-The_Ivy_Canary_Wharf-London_England.html,"[['pencil-paper', '20'], ['thumbs-up-fill', '4']]","['London, United Kingdom']",LambertButler,Good experience overall,https://www.tripadvisor.co.uk/ShowUserReviews-g186338-d15238588-r730356414-The_Ivy_Canary_Wharf-London_England.html
33,,"['Expected great things from the Ivy - sadly was underwhelmed and will not be returning.', 'We arrived for a table of 9 for breakfast. ', 'Pros:', 'Nice venue', 'Opulent decor', 'Cons;', 'Coffees lukewarm at best', 'Some breakfast orders incorrect', 'One full English arrived with Mushroom , which was explicitly not asked for, the waiter took the plate back and returned with the same breakfast with the scrape marks on the plate where the mushroom had once been.', 'Sadly for high end eatery you would expect more. ', 'But the most disturbing feature was the complete lack of engagement from the staff. ']", November 2019,g186338-d15238588-r729748423,g186338-d15238588,[],[],2,30 November 2019,The_Ivy_Canary_Wharf,/Restaurant_Review-g186338-d15238588-Reviews-The_Ivy_Canary_Wharf-London_England.html,"[['pencil-paper', '2'], ['thumbs-up-fill', '3']]",[],415stuartf,Disappointing ,https://www.tripadvisor.co.uk/ShowUserReviews-g186338-d15238588-r729748423-The_Ivy_Canary_Wharf-London_England.html
