,answer_text,content,diner_date,id_comment,id_resto,other_ratings_category,other_ratings_value,rating,rating_date,resto,resto_url,reviewer_info_sup,reviewer_origin,reviewer_pseudo,title,url
11,"['Thank you 1987m for your feedback. I am so sorry we have let you down on this occasion with regards to your visit to Bokan 38. Please be assured that I am addressing this with the team. If you would consider giving us another chance, please contact me directly on h9057-gm@accor.com. Many thanks. Jacqui McMillan - General Manager']","['This wasn’t my first time at Bokan’s but this time was disappointing. Apart from the warm greeting by Constantine at our arrival and the spectacular views of London, the service, especially from one waitress was poor. It took a long time to order, she did not smile once and after ordering four drinks and four dishes, she presented the bill which already included 12.50% service charge demanding we pay it in full before taking one sip and well before receiving our food! If this is the bar’s policy (very peculiar to pay for food and service before even receiving it!), you should inform customers and explain it in a professional and friendly manner. The food wasn’t even that great. Only worth the views. ']", September 2019,g186338-d17415315-r708611677,g186338-d17415315,[],[],2,10 September 2019,BOKAN_38_Bar_39_Rooftop,/Restaurant_Review-g186338-d17415315-Reviews-BOKAN_38_Bar_39_Rooftop-London_England.html,"[['pencil-paper', '3']]","['London, United Kingdom']",1987EM,"Fab views, bad service",https://www.tripadvisor.co.uk/ShowUserReviews-g186338-d17415315-r708611677-BOKAN_38_Bar_39_Rooftop-London_England.html
12,['We are so thrilled RJK010 that you enjoyed your experience in Bokan and thank you so much for sharing. We do get extremely busy especially in the summer time. Our views are fabulous over London and I am so glad you enjoyed them as much as we do. Looking forward to welcoming you back to Bokan soon. Jacqui & The Bokan Family'],['I guess the main reason for visiting Bokan if you are not staying at the hotel is the spectacular view across the city. That is the reason we went for drinks here and it was very pleasant. It was busy and therefore service at the bar was slow but you do not come here if you are in a hurry so no problem. £10 for two bottles of Peroni seemed reasonable in the circumstances and we enjoyed our drinks and the amazing view.'], August 2019,g186338-d17415315-r703074122,g186338-d17415315,"['Value', 'Service']","['30', '30']",4,26 August 2019,BOKAN_38_Bar_39_Rooftop,/Restaurant_Review-g186338-d17415315-Reviews-BOKAN_38_Bar_39_Rooftop-London_England.html,"[['pencil-paper', '476'], ['thumbs-up-fill', '244']]","['Belfast, United Kingdom']",RJK010,Worth a visit.,https://www.tripadvisor.co.uk/ShowUserReviews-g186338-d17415315-r703074122-BOKAN_38_Bar_39_Rooftop-London_England.html
13,['Thanks so much Fer F for taking the time to review your experience. I am pleased that overall you enjoyed your time with us and I am sorry that you felt the portions were small. I do hope we can continue to welcome you to Bokan. Jacqui & The Bokan Family'],"[""Ate here with friends from out of town, had been many times for drinks but not to the restaurant. The food was delicious though the portions were quite small and dinner took an hour and a half to arrive so didn't hazard ordering desert. ""]", September 2019,g186338-d17415315-r710680106,g186338-d17415315,[],[],3,17 September 2019,BOKAN_38_Bar_39_Rooftop,/Restaurant_Review-g186338-d17415315-Reviews-BOKAN_38_Bar_39_Rooftop-London_England.html,"[['pencil-paper', '14'], ['thumbs-up-fill', '10']]","['Luxembourg City, Luxembourg']",Fer F,"Delicious food, very slow service ",https://www.tripadvisor.co.uk/ShowUserReviews-g186338-d17415315-r710680106-BOKAN_38_Bar_39_Rooftop-London_England.html
14,"['Thank you Gemma B for your review. With regards to service charge, it is quite normal to charge this in most of the bars in our area and of course you can refuse to pay this, even after you have paid. Please contact me directly on h9057-gm@accor.com and I would be delighted to refund this onto your card. I am sorry that you were not made aware of it ad I hope you will give me the opportunity to rectify this situation. Kind regards. Jacqui McMillan - General Manager']","['Went after work last few for couple of drinks - didn\'t realise until end of the evening a 12.5% service charge was added to every round or drinks that WE ordered at the bar. Then WE took back to our seats?? Can\'t understand why that was - service is for ""service"" not for someone doing their job/making drinks?? It does not say this anywhere until you have actually paid for your drinks and then it is on the receipt.', 'We were actually there to have a look at maybe booking for an event but this will not be happening now. View good but we can see the same from out offices across from the bar. Will not be going back.']", September 2019,g186338-d17415315-r715183063,g186338-d17415315,"['Value', 'Service']","['10', '10']",3,4 October 2019,BOKAN_38_Bar_39_Rooftop,/Restaurant_Review-g186338-d17415315-Reviews-BOKAN_38_Bar_39_Rooftop-London_England.html,"[['pencil-paper', '43'], ['thumbs-up-fill', '65']]","['Benfleet, United Kingdom']",Gemma B,Service charge for drinks?,https://www.tripadvisor.co.uk/ShowUserReviews-g186338-d17415315-r715183063-BOKAN_38_Bar_39_Rooftop-London_England.html
15,['Thank you so much Tricia M for taking the time to review your Bokan experience and we are thrilled that you enjoyed our amazing views and of course our friendly staff. We really appreciate you taking the time to share your feedback and I hope we can welcome you back in the future. Kind regards. Jacqui & The Bokan Family'],"['Visited here in Sept with my son so that we could experience the views from the bar and we were not disappointed. Staff are courteous and friendly. We ordered a couple of drinks but they also do some light bites that did look really nice. We were pushed for time so ordered a dish of salted mixed nuts to go with our drinks and we then relaxed and took in the views. Would highly recommend this place for a nice drink, great staff and wonderful views across the city.']", September 2019,g186338-d17415315-r717949140,g186338-d17415315,[],[],5,13 October 2019,BOKAN_38_Bar_39_Rooftop,/Restaurant_Review-g186338-d17415315-Reviews-BOKAN_38_Bar_39_Rooftop-London_England.html,"[['pencil-paper', '55'], ['thumbs-up-fill', '20']]","['Jersey, United Kingdom']",Tricia M,Amazing Views,https://www.tripadvisor.co.uk/ShowUserReviews-g186338-d17415315-r717949140-BOKAN_38_Bar_39_Rooftop-London_England.html
16,['Thank you cm9720 for your review about your Bokan experience. We are thrilled that you loved the views and I hope we can welcome you back soon. Many thanks. Jacqui & The Bokan Family'],['Worth the view. We popped in here for a drink after work. It was a cloudy day but the view was amazing. G&T was £10 which is a bit pricey but probably par for the course in this area '], September 2019,g186338-d17415315-r713299145,g186338-d17415315,[],[],4,27 September 2019,BOKAN_38_Bar_39_Rooftop,/Restaurant_Review-g186338-d17415315-Reviews-BOKAN_38_Bar_39_Rooftop-London_England.html,"[['pencil-paper', '466'], ['thumbs-up-fill', '143']]","['Bicester, United Kingdom']",cm9720,Worth the view. We popped,https://www.tripadvisor.co.uk/ShowUserReviews-g186338-d17415315-r713299145-BOKAN_38_Bar_39_Rooftop-London_England.html
17,['We love your 5 star review and fabulous feedback. I hope we can welcome you back soon. Kind regards. Jacqui & The Bokan Family'],"['We loved it! Absolutely fabulous view. Service really nice and polite, food delicious, worthy to visit. ']", July 2019,g186338-d17415315-r721787500,g186338-d17415315,[],[],5,27 October 2019,BOKAN_38_Bar_39_Rooftop,/Restaurant_Review-g186338-d17415315-Reviews-BOKAN_38_Bar_39_Rooftop-London_England.html,"[['pencil-paper', '102'], ['thumbs-up-fill', '13']]","['London, United Kingdom']",461zuzannap,love it,https://www.tripadvisor.co.uk/ShowUserReviews-g186338-d17415315-r721787500-BOKAN_38_Bar_39_Rooftop-London_England.html
18,['We are delighted with your 5 star review about your recent experience in Bokan. Thank you Pigalle1966 for sharing your Bokan experience. Delighted you enjoyed our drinks and snacks whilst looking over London. Would be great to see you again soon. Jacqui & The Bokan Family'],"[""The views to the city with the tower bridge and Shard are amazing, there's also an open terrace and there's a great selection of drinks and snacks to pair the view ;-)""]", October 2019,g186338-d17415315-r719884089,g186338-d17415315,[],[],5,20 October 2019,BOKAN_38_Bar_39_Rooftop,/Restaurant_Review-g186338-d17415315-Reviews-BOKAN_38_Bar_39_Rooftop-London_England.html,"[['pencil-paper', '406'], ['thumbs-up-fill', '109']]","['Cham, Switzerland']",Pigalle1966,Amazing views on the city!,https://www.tripadvisor.co.uk/ShowUserReviews-g186338-d17415315-r719884089-BOKAN_38_Bar_39_Rooftop-London_England.html
19,['Thank you Michael P for your review. I am so sorry about these issues you had and I would really appreciate it if you could contact me directly to discuss this on h9057-gm@accor.com. Many thanks and I look forward to hearing from you. Kind regards. Jacqui McMillan - General Manager'],"['My wife and I celebrated our 1-year anniversary and booked Bokan, mostly for its lofty and impressive position on the 38th floor of the Novotel hotel in Canary Wharf, London. The view did not disappoint and we could see pretty much the whole of London from up there.', 'Our table was booked for 8pm but they kept us waiting until 9pm, feeding us a constant stream of BS excuses (""The occupants of the table have just ordered another drink"", ""the occupants of the table have now asked for the bill, so it won\'t be much longer"", etc.). ', 'The waiting staff were patronising and inflexible and suggested that we ordered drinks at our expense until the table came free. At no time was any apology or solution offered. ', ""Bokan? Bo-can't.""]", November 2019,g186338-d17415315-r723743170,g186338-d17415315,"['Value', 'Service', 'Food']","['10', '10', '30']",1,4 November 2019,BOKAN_38_Bar_39_Rooftop,/Restaurant_Review-g186338-d17415315-Reviews-BOKAN_38_Bar_39_Rooftop-London_England.html,"[['pencil-paper', '8'], ['thumbs-up-fill', '8']]","['Brighton, United Kingdom']",Michael P,"Pretty nice view, OK food, worst service in the world",https://www.tripadvisor.co.uk/ShowUserReviews-g186338-d17415315-r723743170-BOKAN_38_Bar_39_Rooftop-London_England.html
20,"['We love our 5 star rating 318nd, thank you so much for sharing. The views are stunning and we are also thrilled that you loved the interior of the bar too. I am sure we will be welcoming you back soon and we are looking forward to it. Many thanks again for this great feedback. Jacqui & The Bokan Family']","['Stunning views from both inside and out. Busy and difficult to get a seat, and definitely not cheap. Two cocktails were almost £25 once service charge had automatically been added - and you order your own drink from the bar so the definition of ‘service’ has been somewhat stretched. However, views really do make up for the cost.']", August 2019,g186338-d17415315-r700661937,g186338-d17415315,[],[],5,19 August 2019,BOKAN_38_Bar_39_Rooftop,/Restaurant_Review-g186338-d17415315-Reviews-BOKAN_38_Bar_39_Rooftop-London_England.html,"[['pencil-paper', '761'], ['thumbs-up-fill', '677']]","['Lincolnshire, United Kingdom']",318nd,Amazing View,https://www.tripadvisor.co.uk/ShowUserReviews-g186338-d17415315-r700661937-BOKAN_38_Bar_39_Rooftop-London_England.html
21,"[""Thanks Abbie1984 for taking the time to rate your Bokan experience. I am thrilled that you enjoyed your time with us. Next time you come, please just let my amazing bar talent know what you like in a cocktail other than Gin and they will make it for you. I personally recommend the Old Venus which is actually tequila based and whilst I don't like tequila normally this is such a refreshing cocktail. Hope to welcome you back soon. Jacqui & The Bokan Family""]","[""Nice decor, friendly staff, great views, good atmosphere, cocktails were quite expensive and although worth the price for the view and surroundings just weren't to my taste as most of them were Gin based which I know is the 'in' drink but if you're not a fan of gin like me you might be disappointed with the cocktail menu. ""]", July 2019,g186338-d17415315-r687782962,g186338-d17415315,[],[],4,8 July 2019,BOKAN_38_Bar_39_Rooftop,/Restaurant_Review-g186338-d17415315-Reviews-BOKAN_38_Bar_39_Rooftop-London_England.html,"[['pencil-paper', '59'], ['thumbs-up-fill', '63']]","['Essex, United Kingdom']",Abbie00000,"Great views, good atmosphere, cocktails ok",https://www.tripadvisor.co.uk/ShowUserReviews-g186338-d17415315-r687782962-BOKAN_38_Bar_39_Rooftop-London_England.html
22,"[""Thank you for your lovely feedback kcollyer. I can't wait to share your feedback with our amazing team in Bokan, who I know will be thrilled to hear you enjoyed your visit."", 'Warm regards,', 'Sarah Martin', 'Guest Experience Manager']","['I arrived in an evening with friends, the view of London skyline at night is awesome, the service was great and the food hit the spot.']", July 2018,g186338-d17415315-r684542863,g186338-d17415315,"['Value', 'Service', 'Food']","['50', '50', '50']",5,26 June 2019,BOKAN_38_Bar_39_Rooftop,/Restaurant_Review-g186338-d17415315-Reviews-BOKAN_38_Bar_39_Rooftop-London_England.html,"[['pencil-paper', '15'], ['thumbs-up-fill', '4']]","['Polegate, United Kingdom']",kcollyer,"An amazing location, food is excellent and the views are something else",https://www.tripadvisor.co.uk/ShowUserReviews-g186338-d17415315-r684542863-BOKAN_38_Bar_39_Rooftop-London_England.html
23,"['We just love your review about your date night with us at Bokan, we are thrilled that you enjoyed your time with us so much. Coco is fabulous and I am delighted with your feedback about how well he looked after you, he will be rewarded for this of course. Our views are beautiful, my favourite times are sun rise and sun set. I am sure we will be welcoming you back soon. Jacqui & The Bokan Family']","['I visited the Bar and rooftop for date night last weekend and it was a lovely night. Coco was a fantastic waiter and he made sure my partner and I had a wonderful experience. The vibe was nice and the food was good. The rooftop was a perfect finish. The bar was quite busy but this is expected on a Saturday night. I would recommend and definitely visit again. The view is breath-taking, you really do see the beauty of London at night.!']", June 2019,g186338-d17415315-r685661964,g186338-d17415315,"['Value', 'Service', 'Food']","['40', '40', '40']",4,1 July 2019,BOKAN_38_Bar_39_Rooftop,/Restaurant_Review-g186338-d17415315-Reviews-BOKAN_38_Bar_39_Rooftop-London_England.html,"[['pencil-paper', '2'], ['thumbs-up-fill', '1']]","['London, United Kingdom']",kirsty_tots,Amazing evening!,https://www.tripadvisor.co.uk/ShowUserReviews-g186338-d17415315-r685661964-BOKAN_38_Bar_39_Rooftop-London_England.html
24,"['Thank you Simon for your lovely review about your first experience in Bokan, I am sure it will not be your last. Our menu may look smaller however it changes very regular with the season and we use only the best produce with everything made in house and on the day including the wonderful desserts. I hope we can welcome you back soon for your second visit to us. Many thanks. Jacqui & The Bokan Family']","['Although the menu is somewhat limited, with a choice of only 6 entree & mains, everything we ordered was thoroughly delicious. Plus you really can’t knock the amazing views! 4/5* Recommended #Bokan ']", July 2019,g186338-d17415315-r694224674,g186338-d17415315,[],[],4,30 July 2019,BOKAN_38_Bar_39_Rooftop,/Restaurant_Review-g186338-d17415315-Reviews-BOKAN_38_Bar_39_Rooftop-London_England.html,"[['pencil-paper', '11'], ['thumbs-up-fill', '5']]","['Greater London, United Kingdom']",Simon P,First visit to Bokan,https://www.tripadvisor.co.uk/ShowUserReviews-g186338-d17415315-r694224674-BOKAN_38_Bar_39_Rooftop-London_England.html
25,"['Thank you for your lovely review Ivarocks! We are thrilled you love visiting Bokan 38 & 39 and look forward to welcoming you back again soon for some more delicious cocktails. Veni will be delighted to hear your feedback!', 'Warm regards,', 'Sarah Martin', 'Guest Experience Manager']","['I absolutely love this place! I make sure I stop by every time when I’m in London. The views are breathtaking, cocktails always different and the staff very friendly. Veny is my favorite- always there with a smile on her face, polite and ready to help you. I can’t wait to be back soon!']", June 2019,g186338-d17415315-r682492047,g186338-d17415315,[],[],5,18 June 2019,BOKAN_38_Bar_39_Rooftop,/Restaurant_Review-g186338-d17415315-Reviews-BOKAN_38_Bar_39_Rooftop-London_England.html,"[['pencil-paper', '1']]","['Leeds, United Kingdom']",Evageorge88,the best view in town!,https://www.tripadvisor.co.uk/ShowUserReviews-g186338-d17415315-r682492047-BOKAN_38_Bar_39_Rooftop-London_England.html
26,"['Thank you IngoH77 for taking the time to review your experience in Bokan 38. I am so sorry that we let you down with the length of time it took with regards to the service and please be assured that I am addressing this. I do hope you will visit us again next time you stay with us, and thank you for already staying with us 4 times :). Many thanks. Jacqui McMillan - General Manager']","['Stayed at the Novotel for the fourth time and did not want to go out for a late dinner. So I decided to go to the Bar and have something from the bar menu. ', 'Entered the bar at about 8.30, received the Menu approximately 10 minutes later. Taking the order took another 10 and serving the fish fingers with fries took 45 minutes. Not such a complicated dish I would have thought. ', 'Food itself was ok and hot. Nothing special though and had definitely better fish and chips before (for a better price). But in the end nothing to complain about the food itself. ', 'Friendly service, but the long waiting time brings it down. How good that the view is amazing so you have something to look at while you are waiting.']", July 2019,g186338-d17415315-r690181494,g186338-d17415315,[],[],3,16 July 2019,BOKAN_38_Bar_39_Rooftop,/Restaurant_Review-g186338-d17415315-Reviews-BOKAN_38_Bar_39_Rooftop-London_England.html,"[['pencil-paper', '65'], ['thumbs-up-fill', '47']]","['Hamburg, Germany']",IngoH77,"Okay Food, ridiculous long waiting for it, amazing view",https://www.tripadvisor.co.uk/ShowUserReviews-g186338-d17415315-r690181494-BOKAN_38_Bar_39_Rooftop-London_England.html
27,"['Thank you AndyD885 for taking the time to review your experience in Bokan, we are thrilled that you enjoyed it so much and of course we have to agree that the views are absolutely stunning. I hope you will visit us again next time you are in London. Jacqui & The Bokan Family']","['We are staying at the hotel, had lunch here. ', 'Outstanding views make it worth paying a bit more for food and drink.', 'We only had a snack, a beer and a wine, the bruschetta was gorgeous. The beer was £7 for a small bottle, but tasty. Expensive? Very, you’re not going to get drunk here. Have a beer and a nibble, soak up the views and forget you’ve paid a few extra pounds for the privilege. ']", August 2019,g186338-d17415315-r699606818,g186338-d17415315,[],[],5,16 August 2019,BOKAN_38_Bar_39_Rooftop,/Restaurant_Review-g186338-d17415315-Reviews-BOKAN_38_Bar_39_Rooftop-London_England.html,"[['pencil-paper', '145'], ['thumbs-up-fill', '58']]","['Sibson, United Kingdom']",AndyD885,Gets a 5 for the views,https://www.tripadvisor.co.uk/ShowUserReviews-g186338-d17415315-r699606818-BOKAN_38_Bar_39_Rooftop-London_England.html
28,['We absolutely love your review about your experience on Sunday night in Bokan 38 and so glad you decided to pop in for a visit. We really enjoyed sharing your feedback with our talent and we are all looking forward to welcoming you back soon. Jacqui & The Bokan Family'],"['I went on a walk on Sunday evening and was not dressed to visit a Rooftop bar. Suddenly, I passed the bar by hazard - I have seen it before on TripAdvisor but never visited it. So I thought might be good to quickly visit it.', 'Amazing bar, very friendly service, great athmosphere, outstanding view. I will definitively come back!']", August 2019,g186338-d17415315-r695571146,g186338-d17415315,[],[],5,4 August 2019,BOKAN_38_Bar_39_Rooftop,/Restaurant_Review-g186338-d17415315-Reviews-BOKAN_38_Bar_39_Rooftop-London_England.html,"[['pencil-paper', '94'], ['thumbs-up-fill', '27']]",['United Kingdom'],trawell2018,Hidden Gem - outstanding view!,https://www.tripadvisor.co.uk/ShowUserReviews-g186338-d17415315-r695571146-BOKAN_38_Bar_39_Rooftop-London_England.html
